Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ,HX,HY,HZ,Q0,Q1,Q2,Q3
2025-03-10 15:32:37.361,-0.003,0.012,1.017,0.0,0.0,0.0,0.626,0.203,-168.761,-0.4,-2.108,-0.408,0.0986,0.00238,-0.00525,-0.99506
2025-03-10 15:32:37.464,-0.002,0.011,1.017,0.0,0.0,0.0,0.626,0.203,-168.783,-0.4,-2.108,-0.408,0.0986,0.00238,-0.00525,-0.99506
2025-03-10 15:32:37.569,-0.002,0.011,1.016,0.0,0.0,0.0,0.626,0.198,-168.81,-0.4,-2.108,-0.408,0.09766,0.00229,-0.00528,-0.99515
2025-03-10 15:32:37.672,-0.002,0.01,1.016,-0.061,0.0,0.0,0.626,0.198,-168.832,-0.4,-2.108,-0.408,0.09766,0.00229,-0.00528,-0.99515
2025-03-10 15:32:37.778,-0.003,0.01,1.017,0.0,0.0,0.0,0.626,0.192,-168.854,-0.4,-2.1,-0.4,0.09766,0.00229,-0.00528,-0.99515
2025-03-10 15:32:37.883,0.007,-0.004,1.006,0.122,0.0,0.671,0.549,0.049,-168.151,-0.4,-2.1,-0.4,0.09766,0.00229,-0.00528,-0.99515
2025-03-10 15:32:37.989,-0.007,0.006,0.994,0.061,-0.122,0.0,0.522,-0.027,-168.19,-0.4,-2.1,-0.4,0.10315,0.00073,-0.0047,-0.9946
2025-03-10 15:32:38.094,-0.004,0.011,1.004,0.0,-0.061,0.0,0.516,-0.049,-168.212,-0.4,-2.1,-0.4,0.10315,0.00073,-0.0047,-0.9946
2025-03-10 15:32:38.094,-0.001,0.007,1.016,0.0,-0.122,0.0,0.522,-0.049,-168.223,-0.433,-2.1,-0.4,0.10315,0.00073,-0.0047,-0.9946
2025-03-10 15:32:38.303,-0.001,0.008,1.019,0.0,-0.061,0.0,0.522,-0.044,-168.245,-0.433,-2.1,-0.4,0.10315,0.00073,-0.0047,-0.9946
2025-03-10 15:32:38.303,-0.002,0.013,1.02,0.0,-0.061,0.0,0.527,-0.033,-168.256,-0.433,-2.1,-0.4,0.10233,9e-05,-0.00458,-0.99469
2025-03-10 15:32:38.511,-0.003,0.011,1.019,0.0,-0.061,0.0,0.533,-0.022,-168.267,-0.433,-2.1,-0.4,0.10233,9e-05,-0.00458,-0.99469
2025-03-10 15:32:38.511,-0.002,0.01,1.021,0.0,0.0,0.0,0.538,-0.011,-168.283,-0.425,-2.108,-0.408,0.10233,9e-05,-0.00458,-0.99469
2025-03-10 15:32:38.722,-0.002,0.012,1.017,0.0,0.0,0.0,0.544,0.0,-168.289,-0.425,-2.108,-0.408,0.10233,9e-05,-0.00458,-0.99469
2025-03-10 15:32:38.722,-0.002,0.011,1.015,0.0,0.0,0.0,0.549,0.0,-168.3,-0.425,-2.108,-0.408,0.10193,0.00049,-0.00476,-0.99472
